ID,term,concept,source,source_type,retrieval_date,hyperlink,definition,def_clean,source_work_title,source_book_title,source_work_url,def_ID,cluster,cluster_name
IGI_statistical_significance_3,Statistical significance,Statistical significance,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/statistical-significance/28244,"Statistical significance means that a result from testing or experimenting is not likely to occur randomly or by chance, but is instead likely to be attributable to a specific cause.",statistical significance means result testing experimenting likely occur randomly chance instead likely attributable specific cause,The Impact of Military Spending on Economic Development: A Study of the Indian Economy,Handbook of Research on Military Expenditure on Economic and Political Resources,https://www.igi-global.com/book/handbook-research-military-expenditure-economic/185484,statistical_significance_4,4,Statistical Inference and Methods
IGI_statistical_significance_4,Statistical significance,Statistical significance,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/statistical-significance/28244,"The claim that a result from data generated by testing or experimentation is not likely to occur randomly or by chance; instead, it is likely to be attributable to a specific cause.",claim result data generated testing experimentation likely occur randomly chance instead likely attributable specific cause,An Analysis of Gender Inequality in Professional Tennis: A Study of the Cozening Sport,Applied Econometric Analysis: Emerging Research and Opportunities,https://www.igi-global.com/book/applied-econometric-analysis/230991,statistical_significance_5,4,Statistical Inference and Methods
IGI_statistical_significance_5,Statistical significance,Statistical significance,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/statistical-significance/28244,A pattern mined is statistically significant based on statistical metrics that measure and evaluate the performance of an identified pattern.,pattern mined statistically significant based statistical metrics measure evaluate performance identified pattern,Actionable Knowledge Discovery,"Encyclopedia of Information Science and Technology, Second Edition",https://www.igi-global.com/book/encyclopedia-information-science-technology-second/362,statistical_significance_6,4,Statistical Inference and Methods
IGI_statistical_significance_6,Statistical significance,Statistical significance,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/statistical-significance/28244,It is the likelihood for the relationship between two or more variable.,likelihood relationship two variable,Recent Studies and Research on Sickle Cell Disease: Statistical Analysis and Machine Learning Approach,Handbook of Research on Advancements of Artificial Intelligence in Healthcare Engineering,https://www.igi-global.com/book/handbook-research-advancements-artificial-intelligence/235693,statistical_significance_7,4,Statistical Inference and Methods
WIKT_statistical-significance_1,Statistical significance,Statistical significance,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/statistical%20significance,A measure of how unlikely it is that a result has occurred by chance.,measure unlikely result occurred chance,NA,NA,NA,statistical_significance_8,4,Statistical Inference and Methods
FORRT_statistical_validity,Statistical validity,Statistical validity,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/statistical_validity,"The extent to which conclusions from a statistical test are accurate and reflective of the true effect found in nature. In other words, whether or not a relationship exists between two variables and can be accurately detected with the conducted analyses. Threats to statistical validity include low power, violation of assumptions, reliability of measures, etc, affecting the reliability and generality of the conclusions.",extent conclusions statistical test accurate reflective true effect found nature words whether relationship exists two variables can accurately detected conducted analyses threats statistical validity include low power violation assumptions reliability measures etc affecting reliability generality conclusions,NA,NA,NA,statistical_validity_1,2,Knowledge and Conceptual Foundations
WIKT_statistical-validity_1,Statistical validity,Statistical validity,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/ism,"An ideology, system of thought, or practice that can be described by a word ending in -ism.",ideology system thought practice can described word ending ism,NA,NA,NA,statistical_validity_2,2,Knowledge and Conceptual Foundations
FORRT_studyswap,StudySwap,StudySwap,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/studyswap,A free online platform through which researchers post brief descriptions of research projects or resources that are available for use (“haves”) or that they require and another researcher may have (“needs”). StudySwap is a crowdsourcing approach to research which can ensure that fewer research resources go unused and more researchers have access to the resources they need.,free online platform researchers post brief descriptions research projects resources available use haves require another researcher may needs studyswap crowdsourcing approach research can ensure fewer research resources go unused researchers access resources need,NA,NA,NA,studyswap_1,5,Learning and Research Design
FORRT_systematic_review,Systematic Review,Systematic Review,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/systematic_review,"A form of literature review and evidence synthesis. A systematic review will usually include a thorough, repeatable (reproducible) search strategy including key terms and databases in order to find relevant literature on a given topic or research question. Systematic reviewers follow a process of screening the papers found through their search, until they have filtered down to a set of papers that fit their predefined inclusion criteria. These papers can then be synthesised in a written review which may optionally include statistical synthesis in the form of a meta-analysis as well. A systematic review should follow a standard set of guidelines to ensure that bias is kept to a minimum for example PRISMA (Moher et al., 2009; Page et al., 2021), Cochrane Systematic Reviews (Higgins et al., 2019), or NIRO-SR (Topor et al., 2021).",form literature review evidence synthesis systematic review will usually include thorough repeatable reproducible search strategy including key terms databases order find relevant literature given topic research question systematic reviewers follow process screening papers found search filtered set papers fit predefined inclusion criteria papers can synthesised written review may optionally include statistical synthesis form meta analysis well systematic review follow standard set guidelines ensure bias kept minimum example prisma moher 2009 page 2021 cochrane systematic reviews higgins 2019 niro sr topor 2021,NA,NA,NA,systematic_review_1,2,Knowledge and Conceptual Foundations
IGI_systematic_review_1,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,A literature review involving inclusion and exclusion protocols to consider documents for further analyses.,literature review involving inclusion exclusion protocols consider documents analyses,Emotional Facets of Car Driving Experience and Purchase Decision Making: A Bibliometric Review,Marketing Innovation Strategies and Consumer Behavior,https://www.igi-global.com/book/marketing-innovation-strategies-consumer-behavior/338337,systematic_review_2,2,Knowledge and Conceptual Foundations
IGI_systematic_review_10,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,An efficient scientific technique to identify and summarise evidence on the effectiveness of interventions and to allow the generalisability and consistency of research findings to be assessed and data inconsistencies to be explored.,efficient scientific technique identify summarise evidence effectiveness interventions allow generalisability consistency research findings assessed data inconsistencies explored,Psychological Guidelines in Cardiac Rehabilitation and Prevention,Handbook of Research on Information Technology Management and Clinical Data Administration in Healthcare,https://www.igi-global.com/book/handbook-research-information-technology-management/480,systematic_review_3,2,Knowledge and Conceptual Foundations
IGI_systematic_review_11,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"Is a review of a clearly formulated question that uses systematic and reproducible methods to identify, select and critically appraise all relevant research, and to collect and analyze data from the studies that are included in the review. A systematic review can be either quantitative or qualitative.",review clearly formulated question uses systematic reproducible methods identify select critically appraise relevant research collect analyze data studies included review systematic review can either quantitative qualitative,Systematic Review as a Research Method in Library and Information Science,Handbook of Research on Connecting Research Methods for Information Science Research,https://www.igi-global.com/book/handbook-research-connecting-research-methods/233142,systematic_review_4,2,Knowledge and Conceptual Foundations
IGI_systematic_review_13,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"Secondary study which, parting from a well-defined research question, have the objective of identifying, choosing, analyzing and summarizing important primary studies available in scientific literature.",secondary study parting well defined research question objective identifying choosing analyzing summarizing important primary studies available scientific literature,"Work Identity, Meaning, and Meaningfulness of Work in the Immigration Context: Systematic Literature Review","Developing Diversity, Equity, and Inclusion Policies for Promoting Employee Sustainability and Well-Being",https://www.igi-global.com/book/developing-diversity-equity-inclusion-policies/288519,systematic_review_5,2,Knowledge and Conceptual Foundations
IGI_systematic_review_14,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"Systematic review is to determine which studies will be included in the review and to synthesize the findings of the studies included in the review to provide an answer to a clinical question or a solution to a problem by comprehensively scanning all published studies in that field, using various inclusion and exclusion criteria, and evaluating the quality of research.",systematic review determine studies will included review synthesize findings studies included review provide answer clinical question solution problem comprehensively scanning published studies field using various inclusion exclusion criteria evaluating quality research,A Systematic Analysis of Current Studies (2021) in the Field of Cyberchondria,"Handbook of Research on Cyberchondria, Health Literacy, and the Role of Media in Society’s Perception of Medical Information",https://www.igi-global.com/book/handbook-research-cyberchondria-health-literacy/272128,systematic_review_6,2,Knowledge and Conceptual Foundations
IGI_systematic_review_15,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"It is a method for achieving a common result by classifying the characteristics of studies conducted on a specific subject in terms of subject, method and results.",method achieving common result classifying characteristics studies conducted specific subject terms subject method results,Technology Leadership in Turkish Schools: A Systematic Review,"Utilizing Technology, Knowledge, and Smart Systems in Educational Administration and Leadership",https://www.igi-global.com/book/utilizing-technology-knowledge-smart-systems/232755,systematic_review_7,2,Knowledge and Conceptual Foundations
IGI_systematic_review_16,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"review of the literature according to an explicit, rigorous, and transparent methodology.",review literature according explicit rigorous transparent methodology,Benefits and Disadvantages of Utilizing Gamified Learning in Higher Education: A Systematic Analysis,Handbook of Research on Adult Learning in Higher Education,https://www.igi-global.com/book/handbook-research-adult-learning-higher/232294,systematic_review_8,2,Knowledge and Conceptual Foundations
IGI_systematic_review_17,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"A review of the literature conducted in a methodical manner with synthesis of the retrieved information often by means of a meta-analysis. (Note: In Bloom’s Taxonomy, synthesis is evident when students put the parts they have reviewed as a whole in order to create new meaning.)",review literature conducted methodical manner synthesis retrieved information often means meta analysis note bloom s taxonomy synthesis evident students put parts reviewed whole order create new meaning,How to Help Students Excel in Reviews of the Literature,Optimizing Higher Education Learning Through Activities and Assessments,https://www.igi-global.com/book/optimizing-higher-education-learning-through/244323,systematic_review_9,2,Knowledge and Conceptual Foundations
IGI_systematic_review_18,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"Is an analytic review using quantitative and qualitative analytical methods on the scientific literature in a given field of knowledge. Its main objective is to summarize the secondary sources available accurately and reliably. There are some protocols to conduct a systematic review that can be follow, as PRISMA2020. As well as many techniques and automatic tools and software. The usual steps to conduct a systematic review are: Raise a research question; make a preliminary search; chose searching databases and search terms; establish exclusion and inclusion criteria; report the number of selected manuscripts; download and screen the selected manuscripts; extract the information (most of systematic review limited the analysis to title, abstract and keywords, but it can be extended to the entire manuscript); apply quantitative and qualitative methods of analysis; write, revise and submitted the manuscript.",analytic review using quantitative qualitative analytical methods scientific literature given field knowledge main objective summarize secondary sources available accurately reliably protocols conduct systematic review can follow prisma2020 well many techniques automatic tools software usual steps conduct systematic review raise research question make preliminary search chose searching databases search terms establish exclusion inclusion criteria report number selected manuscripts download screen selected manuscripts extract information systematic review limited analysis title abstract keywords can extended entire manuscript apply quantitative qualitative methods analysis write revise submitted manuscript,Sustainability in Tourism After COVID-19: A Systematic Review,Sustainability and Competitiveness in the Hospitality Industry,https://www.igi-global.com/book/sustainability-competitiveness-hospitality-industry/277196,systematic_review_10,2,Knowledge and Conceptual Foundations
IGI_systematic_review_19,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"It is a research that identifies relevant studies, evaluates the quality the studies and summarizes their results using a scientific methodology.",research identifies relevant studies evaluates quality studies summarizes results using scientific methodology,Verification and Validation of Medical Cyber-Physical Systems,Encyclopedia of E-Health and Telemedicine,https://www.igi-global.com/book/encyclopedia-health-telemedicine/141916,systematic_review_11,2,Knowledge and Conceptual Foundations
IGI_systematic_review_2,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"A meticulous and transparent research method that involves identifying, evaluating, and synthesizing all relevant studies on a specific question, minimizing bias to provide a comprehensive picture of the existing evidence.",meticulous transparent research method involves identifying evaluating synthesizing relevant studies specific question minimizing bias provide comprehensive picture existing evidence,A Comprehensive Guide to Conducting Systematic Reviews,Considerations and Techniques for Applied Linguistics and Language Education Research,https://www.igi-global.com/book/considerations-techniques-applied-linguistics-language/344417,systematic_review_12,2,Knowledge and Conceptual Foundations
IGI_systematic_review_20,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,Type of scientific study in which all the information generated by scientific research on a specific topic is compiled.,type scientific study information generated scientific research specific topic compiled,Interventions to Enhance Creativity in the University Context: A Systematic Review in the Economics and Business Administration and Management Area,Educational Innovation to Address Complex Societal Challenges,https://www.igi-global.com/book/educational-innovation-address-complex-societal/334883,systematic_review_13,2,Knowledge and Conceptual Foundations
IGI_systematic_review_21,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,Use of systematic methods aimed at gathering and assessing a large number of scientific evidence to provide the empirically based answer on a concrete research question.,use systematic methods aimed gathering assessing large number scientific evidence provide empirically based answer concrete research question,Response of the Economic System to COVID-19: A Review of Evaluation Methods Applied in Assessing Economic Policies' Effects in Serbia,Reimagining Systems Thinking in a Post-Pandemic World,https://www.igi-global.com/book/reimagining-systems-thinking-post-pandemic/306973,systematic_review_14,2,Knowledge and Conceptual Foundations
IGI_systematic_review_22,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,Method of research synthesis wherein the researcher systematically and comprehensively searches the extant literature around a topic and synthesizes it; may or may not include a meta-analysis of effect sizes.,method research synthesis wherein researcher systematically comprehensively searches extant literature around topic synthesizes may may include meta analysis effect sizes,A Typology of Supports for First Generation College Students in the U.S.: The Role of Leadership and Collaboration,"Handbook of Research on Administration, Policy, and Leadership in Higher Education",https://www.igi-global.com/book/handbook-research-administration-policy-leadership/148451,systematic_review_15,2,Knowledge and Conceptual Foundations
IGI_systematic_review_23,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"A review of existing research that is directed by a clearly formulated question and uses explicit, rigorous and reproducible methods to synthesize existing research.",review existing research directed clearly formulated question uses explicit rigorous reproducible methods synthesize existing research,Mixing Qualitative and Quantitative Evidence in a Systematic Review: Methodological Guidance With a Worked Example of Collaborative Information Monitoring,Handbook of Research on Mixed Methods Research in Information Science,https://www.igi-global.com/book/handbook-research-mixed-methods-research/273623,systematic_review_16,2,Knowledge and Conceptual Foundations
IGI_systematic_review_24,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"It is a thorough and detailed approach to combining information from several studies on a specific research issue or topic. It entails methodically finding, choosing, evaluating, and combining pertinent material to offer a comprehensive summary of the current evidence.",thorough detailed approach combining information several studies specific research issue topic entails methodically finding choosing evaluating combining pertinent material offer comprehensive summary current evidence,The Use of Chatbot Technology in EFL Learning: A Systematic Analysis of Research Conducted Between 2020-2023,Design and Development of Emerging Chatbot Technology,https://www.igi-global.com/book/design-development-emerging-chatbot-technology/330425,systematic_review_17,2,Knowledge and Conceptual Foundations
IGI_systematic_review_25,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,It is a comprehensive and analytical summary of all the literature that has been limited to pre-defined eligibility principles or key concepts covering a particular research topic.,comprehensive analytical summary literature limited pre defined eligibility principles key concepts covering particular research topic,Collaborative Ubiquitous Learning and Multimodal Communication in English Language Courses: A Systematic Review,Intercultural Communication and Ubiquitous Learning in Multimodal English Language Education,https://www.igi-global.com/book/intercultural-communication-ubiquitous-learning-multimodal/273726,systematic_review_18,2,Knowledge and Conceptual Foundations
IGI_systematic_review_26,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"A review of a specific research question that uses comprehensive and reproducible methods in order to identify, select and critically appraise all relevant research, collecting and analyzing data from them.",review specific research question uses comprehensive reproducible methods order identify select critically appraise relevant research collecting analyzing data,Medical Burnout: Is Mindfulness an Effective Coping Strategy?,Handbook of Research on Clinical Applications of Meditation and Mindfulness-Based Interventions in Mental Health,https://www.igi-global.com/book/handbook-research-clinical-applications-meditation/272591,systematic_review_19,2,Knowledge and Conceptual Foundations
IGI_systematic_review_27,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,A critical assessment and evaluation of all research studies that address a particular clinical issue.,critical assessment evaluation research studies address particular clinical issue,Gamification and Health Literacy,Handbook of Research on Holistic Perspectives in Gamification for Clinical Practice,https://www.igi-global.com/book/handbook-research-holistic-perspectives-gamification/134800,systematic_review_20,2,Knowledge and Conceptual Foundations
IGI_systematic_review_3,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,This refers to a research method that involves a comprehensive and structured review of published studies to synthesize and summarize the evidence on a particular research question or topic.,refers research method involves comprehensive structured review published studies synthesize summarize evidence particular research question topic,The Role of Social Media in Empowering Digital Financial Literacy,Global Perspectives on Social Media Usage Within Governments,https://www.igi-global.com/book/global-perspectives-social-media-usage/307999,systematic_review_21,2,Knowledge and Conceptual Foundations
IGI_systematic_review_4,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"It is a form of evidence synthesis. It is the method used to collect, collate, and present research evidence.",form evidence synthesis method used collect collate present research evidence,A Systematic Review of eHealth Studies on the COVID-19 Pandemic,Building Resilient Healthcare Systems With ICTs,https://www.igi-global.com/book/building-resilient-healthcare-systems-icts/274534,systematic_review_22,2,Knowledge and Conceptual Foundations
IGI_systematic_review_5,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"Literature review focused on a research question which tries to identify, evaluate and interpretate all high quality studies to answer the question following a well-defined method.",literature review focused research question tries identify evaluate interpretate high quality studies answer question following well defined method,A Systematic Review of Distributed Software Development: Problems and Solutions,Handbook of Research on Software Engineering and Productivity Technologies: Implications of Globalization,https://www.igi-global.com/book/handbook-research-software-engineering-productivity/505,systematic_review_23,2,Knowledge and Conceptual Foundations
IGI_systematic_review_6,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,It is a synthesis of knowledge that comprehensively defines and evaluates previous studies in a field and expands horizons for future studies.,synthesis knowledge comprehensively defines evaluates previous studies field expands horizons future studies,Transformational Leadership Research in the Field of Hospitality: A Systematic Review and Agenda for Future Research,Leadership Approaches in Global Hospitality and Tourism,https://www.igi-global.com/book/leadership-approaches-global-hospitality-tourism/303671,systematic_review_24,2,Knowledge and Conceptual Foundations
IGI_systematic_review_7,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,A qualitative or quantitative bias-free appraisal and synthesis of research papers in a study area via careful and documented procedures.,qualitative quantitative bias free appraisal synthesis research papers study area via careful documented procedures,Self- and Peer-Assessments in the Iranian Context: A Systematic Review,Handbook of Research on Curriculum Reform Initiatives in English Education,https://www.igi-global.com/book/handbook-research-curriculum-reform-initiatives/193077,systematic_review_25,2,Knowledge and Conceptual Foundations
IGI_systematic_review_8,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"A literature review that uses a systematic method to collect secondary data, analyze and appraise research studies, and synthesize studies.",literature review uses systematic method collect secondary data analyze appraise research studies synthesize studies,Innovation and Family Firms: Past and Future Research Perspectives,Handbook of Research on Entrepreneurial Leadership and Competitive Strategy in Family Business,https://www.igi-global.com/book/handbook-research-entrepreneurial-leadership-competitive/212641,systematic_review_26,2,Knowledge and Conceptual Foundations
IGI_systematic_review_9,Systematic Review,Systematic Review,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/systematic-review/29090,"A type of study design allocated at the top of the hierarchy of evidence pyramid that uses systematic methods to collect data, critically appraise research studies and synthesizes findings.",type study design allocated top hierarchy evidence pyramid uses systematic methods collect data critically appraise research studies synthesizes findings,Challenges in Evidence-Based Practice Education: From Teaching Concepts Towards Decision-Making Learning,Pedagogies for Pharmacy Curricula,https://www.igi-global.com/book/pedagogies-pharmacy-curricula/244473,systematic_review_27,2,Knowledge and Conceptual Foundations
WIKT_systematic-review_1,Systematic Review,Systematic Review,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/PRISMA,A standardised method of selecting articles for systematic reviews and meta-analyses.,standardised method selecting articles systematic reviews meta analyses,NA,NA,NA,systematic_review_28,2,Knowledge and Conceptual Foundations
FORRT_trust_principles,TRUST Principles,TRUST Principles,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/trust_principles,"A set of guiding principles that consider Transparency, Responsibility, User focus, Sustainability, and Technology (TRUST) as the essential components for assessing, developing, and sustaining the trustworthiness of digital data repositories (especially those that store research data). They are complementary to the FAIR Data Principles.",set guiding principles consider transparency responsibility user focus sustainability technology trust essential components assessing developing sustaining trustworthiness digital data repositories especially store research data complementary fair data principles,NA,NA,NA,trust_principles_1,1,"Equity, Diversity, and Inclusion"
WIKT_trust-principles_1,TRUST Principles,TRUST Principles,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/interessee,A person possessing a legal interest in something.,person possessing legal interest something,NA,NA,NA,trust_principles_2,1,"Equity, Diversity, and Inclusion"
FORRT_tenzing,Tenzing,Tenzing,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/tenzing,"tenzing* is an online webapp and R package that helps researchers to track and report the contributions of each team member using the CRediT taxonomy in an efficient way. Team members of a research project can indicate their contributions to each CRediT role using an online spreadsheet template, and provide any additional authors' information (e.g., name, affiliation, order in publication, email address, and ORCID iD). Upon writing the manuscript, *tenzing* can automatically create a list of contributors belonging to each CRediT role to be included in the contributions section and create the manuscript’s title page.",tenzing online webapp r package helps researchers track report contributions team member using credit taxonomy efficient way team members research project can indicate contributions credit role using online spreadsheet template provide additional authors information e g name affiliation order publication email address orcid id upon writing manuscript tenzing can automatically create list contributors belonging credit role included contributions section create manuscript s title page,NA,NA,NA,tenzing_1,3,Scholarly Communication and Publishing
FORRT_the_troubling_trio,The Troubling Trio,The Troubling Trio,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/the_troubling_trio,"Described as a combination of low statistical power, a surprising result, and a *p*\-value only slightly lower than .05.",described combination low statistical power surprising result p value slightly lower 05,NA,NA,NA,the_troubling_trio_1,1,"Equity, Diversity, and Inclusion"
WIKT_the-troubling-trio_1,The Troubling Trio,The Troubling Trio,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/drummer,One who plays the drums.,one plays drums,NA,NA,NA,the_troubling_trio_2,1,"Equity, Diversity, and Inclusion"
WIKT_the-troubling-trio_2,The Troubling Trio,The Troubling Trio,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/drummer,A drumstick (the lower part of a chicken or turkey leg).,drumstick lower part chicken turkey leg,NA,NA,NA,the_troubling_trio_3,1,"Equity, Diversity, and Inclusion"
WIKT_the-troubling-trio_3,The Troubling Trio,The Troubling Trio,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/drummer,"Any of various fish of the family , which make a drumming sound.",various fish family make drumming sound,NA,NA,NA,the_troubling_trio_4,1,"Equity, Diversity, and Inclusion"
WIKT_the-troubling-trio_4,The Troubling Trio,The Troubling Trio,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/drummer,A housebreaker.,housebreaker,NA,NA,NA,the_troubling_trio_5,1,"Equity, Diversity, and Inclusion"
WIKT_the-troubling-trio_5,The Troubling Trio,The Troubling Trio,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/drummer,A travelling salesman.,travelling salesman,NA,NA,NA,the_troubling_trio_6,1,"Equity, Diversity, and Inclusion"
FORRT_theory,Theory,Theory,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/theory,"A theory is a unifying explanation or description of a process or phenomenon, which is amenable to repeated testing and verifiable through scientific investigation, using various experiments led by several independent researchers. Theories may be rejected or deemed an unsatisfactory explanation of a phenomenon after rigorous testing of a new hypothesis that explains the phenomena better or seems to contradict them but is more generalisable to a wider array of findings.",theory unifying explanation description process phenomenon amenable repeated testing verifiable scientific investigation using various experiments led several independent researchers theories may rejected deemed unsatisfactory explanation phenomenon rigorous testing new hypothesis explains phenomena better seems contradict generalisable wider array findings,NA,NA,NA,theory_1,2,Knowledge and Conceptual Foundations
IGI_theory_1,Theory,Theory,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/theory/29949,"A system of statements targeted at describing, explaining, and predicting real-world phenomena. A scientific theory is a system composed of two core constituents: (1) factors and (2) hypotheses.",system statements targeted describing explaining predicting real world phenomena scientific theory system composed two core constituents 1 factors 2 hypotheses,Determinants of Compliance With Information Systems Security Controls: A Case of a Business Organization in South Africa,Cybersecurity Capabilities in Developing Nations and Its Impact on Global Security,https://www.igi-global.com/book/cybersecurity-capabilities-developing-nations-its/272594,theory_2,2,Knowledge and Conceptual Foundations
IGI_theory_10,Theory,Theory,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/theory/29949,An explanation of knowledge that can be supported with empirical evidence.,explanation knowledge can supported empirical evidence,Electronic Word of Mouth (eWOM) in Consumer Communication,Multidisciplinary Applications of Computer-Mediated Communication,https://www.igi-global.com/book/multidisciplinary-applications-computer-mediated-communication/305801,theory_3,2,Knowledge and Conceptual Foundations
IGI_theory_11,Theory,Theory,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/theory/29949,"A means of visualizing the surface of a solution set for a complex problem, such as social interdependence. It should contain the means to predict new effects not seen before. And it should be testable.",means visualizing surface solution set complex problem social interdependence contain means predict new effects seen testable,Social Network Analysis and Bistability: From Theory to a Computational Model of Control,"Handbook of Research on Business Social Networking: Organizational, Managerial, and Technological Dimensions",https://www.igi-global.com/book/handbook-research-business-social-networking/52733,theory_4,2,Knowledge and Conceptual Foundations
IGI_theory_12,Theory,Theory,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/theory/29949,A proposition intended to explain a phenomenon or principles for a practice.,proposition intended explain phenomenon principles practice,Towards a Theory for Explaining Socially-Engineered Cyber Deception and Theft,Modern Theories and Practices for Cyber Ethics and Security Compliance,https://www.igi-global.com/book/modern-theories-practices-cyber-ethics/240258,theory_5,2,Knowledge and Conceptual Foundations
IGI_theory_13,Theory,Theory,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-31,https://www.igi-global.com/dictionary/theory/29949,logically connected arguments that predict or explain phenomena.,logically connected arguments predict explain phenomena,Avatar Theory,Encyclopedia of E-Business Development and Management in the Global Economy,https://www.igi-global.com/book/encyclopedia-business-development-management-global/37278,theory_6,2,Knowledge and Conceptual Foundations
